30
(29.5 49.4)
(99.6 77.1)
(40.9 18.9)
(63.3 20.2)
(28.9 64.0)
(44.6 96.2)
(67.7 33.8)
(32.5 33.9)
(20.6 62.2)
(99.7 8.5)
(39.4 61.2)
(89.3 99.0)
(81.5 27.8)
(78.2 6.1)
(37.6 41.2)
(80.5 18.8)
(19.6 66.4)
(0.4 52.8)
(21.2 48.6)
(57.3 21.9)
(48.1 2.1)
(82.9 20.5)
(13.4 49.8)
(32.8 11.5)
(5.2 65.0)
(66.3 16.7)
(64.9 6.6)
(21.3 0.8)
(60.1 12.0)
(50.8 24.9)
435
(29.5 49.4),(99.6 77.1),75
(29.5 49.4),(40.9 18.9),33
(29.5 49.4),(63.3 20.2),45
(29.5 49.4),(28.9 64.0),15
(29.5 49.4),(44.6 96.2),49
(29.5 49.4),(67.7 33.8),41
(29.5 49.4),(32.5 33.9),16
(29.5 49.4),(20.6 62.2),16
(29.5 49.4),(99.7 8.5),81
(29.5 49.4),(39.4 61.2),15
(29.5 49.4),(89.3 99.0),78
(29.5 49.4),(81.5 27.8),56
(29.5 49.4),(78.2 6.1),65
(29.5 49.4),(37.6 41.2),12
(29.5 49.4),(80.5 18.8),59
(29.5 49.4),(19.6 66.4),20
(29.5 49.4),(0.4 52.8),29
(29.5 49.4),(21.2 48.6),8
(29.5 49.4),(57.3 21.9),39
(29.5 49.4),(48.1 2.1),51
(29.5 49.4),(82.9 20.5),61
(29.5 49.4),(13.4 49.8),16
(29.5 49.4),(32.8 11.5),38
(29.5 49.4),(5.2 65.0),29
(29.5 49.4),(66.3 16.7),49
(29.5 49.4),(64.9 6.6),56
(29.5 49.4),(21.3 0.8),49
(29.5 49.4),(60.1 12.0),48
(29.5 49.4),(50.8 24.9),32
(99.6 77.1),(40.9 18.9),83
(99.6 77.1),(63.3 20.2),67
(99.6 77.1),(28.9 64.0),72
(99.6 77.1),(44.6 96.2),58
(99.6 77.1),(67.7 33.8),54
(99.6 77.1),(32.5 33.9),80
(99.6 77.1),(20.6 62.2),80
(99.6 77.1),(99.7 8.5),69
(99.6 77.1),(39.4 61.2),62
(99.6 77.1),(89.3 99.0),24
(99.6 77.1),(81.5 27.8),53
(99.6 77.1),(78.2 6.1),74
(99.6 77.1),(37.6 41.2),72
(99.6 77.1),(80.5 18.8),61
(99.6 77.1),(19.6 66.4),81
(99.6 77.1),(0.4 52.8),102
(99.6 77.1),(21.2 48.6),83
(99.6 77.1),(57.3 21.9),70
(99.6 77.1),(48.1 2.1),91
(99.6 77.1),(82.9 20.5),59
(99.6 77.1),(13.4 49.8),90
(99.6 77.1),(32.8 11.5),94
(99.6 77.1),(5.2 65.0),95
(99.6 77.1),(66.3 16.7),69
(99.6 77.1),(64.9 6.6),79
(99.6 77.1),(21.3 0.8),109
(99.6 77.1),(60.1 12.0),76
(99.6 77.1),(50.8 24.9),71
(40.9 18.9),(63.3 20.2),22
(40.9 18.9),(28.9 64.0),47
(40.9 18.9),(44.6 96.2),77
(40.9 18.9),(67.7 33.8),31
(40.9 18.9),(32.5 33.9),17
(40.9 18.9),(20.6 62.2),48
(40.9 18.9),(99.7 8.5),60
(40.9 18.9),(39.4 61.2),42
(40.9 18.9),(89.3 99.0),94
(40.9 18.9),(81.5 27.8),42
(40.9 18.9),(78.2 6.1),39
(40.9 18.9),(37.6 41.2),23
(40.9 18.9),(80.5 18.8),40
(40.9 18.9),(19.6 66.4),52
(40.9 18.9),(0.4 52.8),53
(40.9 18.9),(21.2 48.6),36
(40.9 18.9),(57.3 21.9),17
(40.9 18.9),(48.1 2.1),18
(40.9 18.9),(82.9 20.5),42
(40.9 18.9),(13.4 49.8),41
(40.9 18.9),(32.8 11.5),11
(40.9 18.9),(5.2 65.0),58
(40.9 18.9),(66.3 16.7),25
(40.9 18.9),(64.9 6.6),27
(40.9 18.9),(21.3 0.8),27
(40.9 18.9),(60.1 12.0),20
(40.9 18.9),(50.8 24.9),12
(63.3 20.2),(28.9 64.0),56
(63.3 20.2),(44.6 96.2),78
(63.3 20.2),(67.7 33.8),14
(63.3 20.2),(32.5 33.9),34
(63.3 20.2),(20.6 62.2),60
(63.3 20.2),(99.7 8.5),38
(63.3 20.2),(39.4 61.2),47
(63.3 20.2),(89.3 99.0),83
(63.3 20.2),(81.5 27.8),20
(63.3 20.2),(78.2 6.1),21
(63.3 20.2),(37.6 41.2),33
(63.3 20.2),(80.5 18.8),17
(63.3 20.2),(19.6 66.4),64
(63.3 20.2),(0.4 52.8),71
(63.3 20.2),(21.2 48.6),51
(63.3 20.2),(57.3 21.9),6
(63.3 20.2),(48.1 2.1),24
(63.3 20.2),(82.9 20.5),20
(63.3 20.2),(13.4 49.8),58
(63.3 20.2),(32.8 11.5),32
(63.3 20.2),(5.2 65.0),73
(63.3 20.2),(66.3 16.7),5
(63.3 20.2),(64.9 6.6),14
(63.3 20.2),(21.3 0.8),46
(63.3 20.2),(60.1 12.0),9
(63.3 20.2),(50.8 24.9),13
(28.9 64.0),(44.6 96.2),36
(28.9 64.0),(67.7 33.8),49
(28.9 64.0),(32.5 33.9),30
(28.9 64.0),(20.6 62.2),8
(28.9 64.0),(99.7 8.5),90
(28.9 64.0),(39.4 61.2),11
(28.9 64.0),(89.3 99.0),70
(28.9 64.0),(81.5 27.8),64
(28.9 64.0),(78.2 6.1),76
(28.9 64.0),(37.6 41.2),24
(28.9 64.0),(80.5 18.8),69
(28.9 64.0),(19.6 66.4),10
(28.9 64.0),(0.4 52.8),31
(28.9 64.0),(21.2 48.6),17
(28.9 64.0),(57.3 21.9),51
(28.9 64.0),(48.1 2.1),65
(28.9 64.0),(82.9 20.5),69
(28.9 64.0),(13.4 49.8),21
(28.9 64.0),(32.8 11.5),53
(28.9 64.0),(5.2 65.0),24
(28.9 64.0),(66.3 16.7),60
(28.9 64.0),(64.9 6.6),68
(28.9 64.0),(21.3 0.8),64
(28.9 64.0),(60.1 12.0),61
(28.9 64.0),(50.8 24.9),45
(44.6 96.2),(67.7 33.8),67
(44.6 96.2),(32.5 33.9),63
(44.6 96.2),(20.6 62.2),42
(44.6 96.2),(99.7 8.5),104
(44.6 96.2),(39.4 61.2),35
(44.6 96.2),(89.3 99.0),45
(44.6 96.2),(81.5 27.8),78
(44.6 96.2),(78.2 6.1),96
(44.6 96.2),(37.6 41.2),55
(44.6 96.2),(80.5 18.8),85
(44.6 96.2),(19.6 66.4),39
(44.6 96.2),(0.4 52.8),62
(44.6 96.2),(21.2 48.6),53
(44.6 96.2),(57.3 21.9),75
(44.6 96.2),(48.1 2.1),94
(44.6 96.2),(82.9 20.5),85
(44.6 96.2),(13.4 49.8),56
(44.6 96.2),(32.8 11.5),86
(44.6 96.2),(5.2 65.0),50
(44.6 96.2),(66.3 16.7),82
(44.6 96.2),(64.9 6.6),92
(44.6 96.2),(21.3 0.8),98
(44.6 96.2),(60.1 12.0),86
(44.6 96.2),(50.8 24.9),72
(67.7 33.8),(32.5 33.9),35
(67.7 33.8),(20.6 62.2),55
(67.7 33.8),(99.7 8.5),41
(67.7 33.8),(39.4 61.2),39
(67.7 33.8),(89.3 99.0),69
(67.7 33.8),(81.5 27.8),15
(67.7 33.8),(78.2 6.1),30
(67.7 33.8),(37.6 41.2),31
(67.7 33.8),(80.5 18.8),20
(67.7 33.8),(19.6 66.4),58
(67.7 33.8),(0.4 52.8),70
(67.7 33.8),(21.2 48.6),49
(67.7 33.8),(57.3 21.9),16
(67.7 33.8),(48.1 2.1),37
(67.7 33.8),(82.9 20.5),20
(67.7 33.8),(13.4 49.8),57
(67.7 33.8),(32.8 11.5),41
(67.7 33.8),(5.2 65.0),70
(67.7 33.8),(66.3 16.7),17
(67.7 33.8),(64.9 6.6),27
(67.7 33.8),(21.3 0.8),57
(67.7 33.8),(60.1 12.0),23
(67.7 33.8),(50.8 24.9),19
(32.5 33.9),(20.6 62.2),31
(32.5 33.9),(99.7 8.5),72
(32.5 33.9),(39.4 61.2),28
(32.5 33.9),(89.3 99.0),86
(32.5 33.9),(81.5 27.8),49
(32.5 33.9),(78.2 6.1),53
(32.5 33.9),(37.6 41.2),9
(32.5 33.9),(80.5 18.8),50
(32.5 33.9),(19.6 66.4),35
(32.5 33.9),(0.4 52.8),37
(32.5 33.9),(21.2 48.6),19
(32.5 33.9),(57.3 21.9),28
(32.5 33.9),(48.1 2.1),35
(32.5 33.9),(82.9 20.5),52
(32.5 33.9),(13.4 49.8),25
(32.5 33.9),(32.8 11.5),22
(32.5 33.9),(5.2 65.0),41
(32.5 33.9),(66.3 16.7),38
(32.5 33.9),(64.9 6.6),42
(32.5 33.9),(21.3 0.8),35
(32.5 33.9),(60.1 12.0),35
(32.5 33.9),(50.8 24.9),20
(20.6 62.2),(99.7 8.5),96
(20.6 62.2),(39.4 61.2),19
(20.6 62.2),(89.3 99.0),78
(20.6 62.2),(81.5 27.8),70
(20.6 62.2),(78.2 6.1),80
(20.6 62.2),(37.6 41.2),27
(20.6 62.2),(80.5 18.8),74
(20.6 62.2),(19.6 66.4),4
(20.6 62.2),(0.4 52.8),22
(20.6 62.2),(21.2 48.6),14
(20.6 62.2),(57.3 21.9),55
(20.6 62.2),(48.1 2.1),66
(20.6 62.2),(82.9 20.5),75
(20.6 62.2),(13.4 49.8),14
(20.6 62.2),(32.8 11.5),52
(20.6 62.2),(5.2 65.0),16
(20.6 62.2),(66.3 16.7),64
(20.6 62.2),(64.9 6.6),71
(20.6 62.2),(21.3 0.8),61
(20.6 62.2),(60.1 12.0),64
(20.6 62.2),(50.8 24.9),48
(99.7 8.5),(39.4 61.2),80
(99.7 8.5),(89.3 99.0),91
(99.7 8.5),(81.5 27.8),27
(99.7 8.5),(78.2 6.1),22
(99.7 8.5),(37.6 41.2),70
(99.7 8.5),(80.5 18.8),22
(99.7 8.5),(19.6 66.4),99
(99.7 8.5),(0.4 52.8),109
(99.7 8.5),(21.2 48.6),88
(99.7 8.5),(57.3 21.9),44
(99.7 8.5),(48.1 2.1),52
(99.7 8.5),(82.9 20.5),21
(99.7 8.5),(13.4 49.8),96
(99.7 8.5),(32.8 11.5),67
(99.7 8.5),(5.2 65.0),110
(99.7 8.5),(66.3 16.7),34
(99.7 8.5),(64.9 6.6),35
(99.7 8.5),(21.3 0.8),79
(99.7 8.5),(60.1 12.0),40
(99.7 8.5),(50.8 24.9),52
(39.4 61.2),(89.3 99.0),63
(39.4 61.2),(81.5 27.8),54
(39.4 61.2),(78.2 6.1),67
(39.4 61.2),(37.6 41.2),20
(39.4 61.2),(80.5 18.8),59
(39.4 61.2),(19.6 66.4),20
(39.4 61.2),(0.4 52.8),40
(39.4 61.2),(21.2 48.6),22
(39.4 61.2),(57.3 21.9),43
(39.4 61.2),(48.1 2.1),60
(39.4 61.2),(82.9 20.5),60
(39.4 61.2),(13.4 49.8),28
(39.4 61.2),(32.8 11.5),50
(39.4 61.2),(5.2 65.0),34
(39.4 61.2),(66.3 16.7),52
(39.4 61.2),(64.9 6.6),60
(39.4 61.2),(21.3 0.8),63
(39.4 61.2),(60.1 12.0),53
(39.4 61.2),(50.8 24.9),38
(89.3 99.0),(81.5 27.8),72
(89.3 99.0),(78.2 6.1),94
(89.3 99.0),(37.6 41.2),78
(89.3 99.0),(80.5 18.8),81
(89.3 99.0),(19.6 66.4),77
(89.3 99.0),(0.4 52.8),100
(89.3 99.0),(21.2 48.6),85
(89.3 99.0),(57.3 21.9),83
(89.3 99.0),(48.1 2.1),105
(89.3 99.0),(82.9 20.5),79
(89.3 99.0),(13.4 49.8),90
(89.3 99.0),(32.8 11.5),104
(89.3 99.0),(5.2 65.0),91
(89.3 99.0),(66.3 16.7),85
(89.3 99.0),(64.9 6.6),96
(89.3 99.0),(21.3 0.8),119
(89.3 99.0),(60.1 12.0),92
(89.3 99.0),(50.8 24.9),84
(81.5 27.8),(78.2 6.1),22
(81.5 27.8),(37.6 41.2),46
(81.5 27.8),(80.5 18.8),9
(81.5 27.8),(19.6 66.4),73
(81.5 27.8),(0.4 52.8),85
(81.5 27.8),(21.2 48.6),64
(81.5 27.8),(57.3 21.9),25
(81.5 27.8),(48.1 2.1),42
(81.5 27.8),(82.9 20.5),7
(81.5 27.8),(13.4 49.8),72
(81.5 27.8),(32.8 11.5),51
(81.5 27.8),(5.2 65.0),85
(81.5 27.8),(66.3 16.7),19
(81.5 27.8),(64.9 6.6),27
(81.5 27.8),(21.3 0.8),66
(81.5 27.8),(60.1 12.0),27
(81.5 27.8),(50.8 24.9),31
(78.2 6.1),(37.6 41.2),54
(78.2 6.1),(80.5 18.8),13
(78.2 6.1),(19.6 66.4),84
(78.2 6.1),(0.4 52.8),91
(78.2 6.1),(21.2 48.6),71
(78.2 6.1),(57.3 21.9),26
(78.2 6.1),(48.1 2.1),30
(78.2 6.1),(82.9 20.5),15
(78.2 6.1),(13.4 49.8),78
(78.2 6.1),(32.8 11.5),46
(78.2 6.1),(5.2 65.0),94
(78.2 6.1),(66.3 16.7),16
(78.2 6.1),(64.9 6.6),13
(78.2 6.1),(21.3 0.8),57
(78.2 6.1),(60.1 12.0),19
(78.2 6.1),(50.8 24.9),33
(37.6 41.2),(80.5 18.8),48
(37.6 41.2),(19.6 66.4),31
(37.6 41.2),(0.4 52.8),39
(37.6 41.2),(21.2 48.6),18
(37.6 41.2),(57.3 21.9),28
(37.6 41.2),(48.1 2.1),40
(37.6 41.2),(82.9 20.5),50
(37.6 41.2),(13.4 49.8),26
(37.6 41.2),(32.8 11.5),30
(37.6 41.2),(5.2 65.0),40
(37.6 41.2),(66.3 16.7),38
(37.6 41.2),(64.9 6.6),44
(37.6 41.2),(21.3 0.8),44
(37.6 41.2),(60.1 12.0),37
(37.6 41.2),(50.8 24.9),21
(80.5 18.8),(19.6 66.4),77
(80.5 18.8),(0.4 52.8),87
(80.5 18.8),(21.2 48.6),66
(80.5 18.8),(57.3 21.9),23
(80.5 18.8),(48.1 2.1),36
(80.5 18.8),(82.9 20.5),3
(80.5 18.8),(13.4 49.8),74
(80.5 18.8),(32.8 11.5),48
(80.5 18.8),(5.2 65.0),88
(80.5 18.8),(66.3 16.7),14
(80.5 18.8),(64.9 6.6),20
(80.5 18.8),(21.3 0.8),62
(80.5 18.8),(60.1 12.0),22
(80.5 18.8),(50.8 24.9),30
(19.6 66.4),(0.4 52.8),24
(19.6 66.4),(21.2 48.6),18
(19.6 66.4),(57.3 21.9),58
(19.6 66.4),(48.1 2.1),70
(19.6 66.4),(82.9 20.5),78
(19.6 66.4),(13.4 49.8),18
(19.6 66.4),(32.8 11.5),56
(19.6 66.4),(5.2 65.0),14
(19.6 66.4),(66.3 16.7),68
(19.6 66.4),(64.9 6.6),75
(19.6 66.4),(21.3 0.8),66
(19.6 66.4),(60.1 12.0),68
(19.6 66.4),(50.8 24.9),52
(0.4 52.8),(21.2 48.6),21
(0.4 52.8),(57.3 21.9),65
(0.4 52.8),(48.1 2.1),70
(0.4 52.8),(82.9 20.5),89
(0.4 52.8),(13.4 49.8),13
(0.4 52.8),(32.8 11.5),52
(0.4 52.8),(5.2 65.0),13
(0.4 52.8),(66.3 16.7),75
(0.4 52.8),(64.9 6.6),79
(0.4 52.8),(21.3 0.8),56
(0.4 52.8),(60.1 12.0),72
(0.4 52.8),(50.8 24.9),58
(21.2 48.6),(57.3 21.9),45
(21.2 48.6),(48.1 2.1),54
(21.2 48.6),(82.9 20.5),68
(21.2 48.6),(13.4 49.8),8
(21.2 48.6),(32.8 11.5),39
(21.2 48.6),(5.2 65.0),23
(21.2 48.6),(66.3 16.7),55
(21.2 48.6),(64.9 6.6),61
(21.2 48.6),(21.3 0.8),48
(21.2 48.6),(60.1 12.0),53
(21.2 48.6),(50.8 24.9),38
(57.3 21.9),(48.1 2.1),22
(57.3 21.9),(82.9 20.5),26
(57.3 21.9),(13.4 49.8),52
(57.3 21.9),(32.8 11.5),27
(57.3 21.9),(5.2 65.0),68
(57.3 21.9),(66.3 16.7),10
(57.3 21.9),(64.9 6.6),17
(57.3 21.9),(21.3 0.8),42
(57.3 21.9),(60.1 12.0),10
(57.3 21.9),(50.8 24.9),7
(48.1 2.1),(82.9 20.5),39
(48.1 2.1),(13.4 49.8),59
(48.1 2.1),(32.8 11.5),18
(48.1 2.1),(5.2 65.0),76
(48.1 2.1),(66.3 16.7),23
(48.1 2.1),(64.9 6.6),17
