10
(32.5 9.0)
(37.8 56.2)
(66.6 52.7)
(98.0 4.4)
(9.6 30.6)
(92.8 59.2)
(35.0 80.3)
(72.6 84.2)
(84.5 10.2)
(89.4 27.5)
45
(32.5 9.0),(37.8 56.2),48
(32.5 9.0),(66.6 52.7),56
(32.5 9.0),(98.0 4.4),66
(32.5 9.0),(9.6 30.6),32
(32.5 9.0),(92.8 59.2),79
(32.5 9.0),(35.0 80.3),72
(32.5 9.0),(72.6 84.2),86
(32.5 9.0),(84.5 10.2),53
(32.5 9.0),(89.4 27.5),60
(37.8 56.2),(66.6 52.7),30
(37.8 56.2),(98.0 4.4),80
(37.8 56.2),(9.6 30.6),39
(37.8 56.2),(92.8 59.2),56
(37.8 56.2),(35.0 80.3),25
(37.8 56.2),(72.6 84.2),45
(37.8 56.2),(84.5 10.2),66
(37.8 56.2),(89.4 27.5),60
(66.6 52.7),(98.0 4.4),58
(66.6 52.7),(9.6 30.6),62
(66.6 52.7),(92.8 59.2),27
(66.6 52.7),(35.0 80.3),42
(66.6 52.7),(72.6 84.2),33
(66.6 52.7),(84.5 10.2),47
(66.6 52.7),(89.4 27.5),34
(98.0 4.4),(9.6 30.6),93
(98.0 4.4),(92.8 59.2),56
(98.0 4.4),(35.0 80.3),99
(98.0 4.4),(72.6 84.2),84
(98.0 4.4),(84.5 10.2),15
(98.0 4.4),(89.4 27.5),25
(9.6 30.6),(92.8 59.2),88
(9.6 30.6),(35.0 80.3),56
(9.6 30.6),(72.6 84.2),83
(9.6 30.6),(84.5 10.2),78
(9.6 30.6),(89.4 27.5),80
(92.8 59.2),(35.0 80.3),62
(92.8 59.2),(72.6 84.2),33
(92.8 59.2),(84.5 10.2),50
(92.8 59.2),(89.4 27.5),32
(35.0 80.3),(72.6 84.2),38
(35.0 80.3),(84.5 10.2),86
(35.0 80.3),(89.4 27.5),76
(72.6 84.2),(84.5 10.2),75
(72.6 84.2),(89.4 27.5),60
(84.5 10.2),(89.4 27.5),18
