26
(63.4 51.3)
(96.7 86.7)
(8.3 83.1)
(10.1 61.4)
(65.9 45.2)
(67.1 57.5)
(38.7 72.9)
(54.2 52.1)
(67.8 11.1)
(30.7 65.8)
(53.5 98.1)
(40.5 29.9)
(97.9 93.3)
(32.3 76.9)
(90.9 4.3)
(66.3 9.3)
(23.6 64.6)
(6.7 64.3)
(15.3 81.3)
(7.7 82.9)
(81.0 1.5)
(1.9 92.1)
(52.6 43.0)
(89.8 23.1)
(88.4 98.2)
(13.9 25.1)
325
(63.4 51.3),(96.7 86.7),49
(63.4 51.3),(8.3 83.1),64
(63.4 51.3),(10.1 61.4),54
(63.4 51.3),(65.9 45.2),7
(63.4 51.3),(67.1 57.5),7
(63.4 51.3),(38.7 72.9),33
(63.4 51.3),(54.2 52.1),9
(63.4 51.3),(67.8 11.1),40
(63.4 51.3),(30.7 65.8),36
(63.4 51.3),(53.5 98.1),48
(63.4 51.3),(40.5 29.9),31
(63.4 51.3),(97.9 93.3),54
(63.4 51.3),(32.3 76.9),40
(63.4 51.3),(90.9 4.3),54
(63.4 51.3),(66.3 9.3),42
(63.4 51.3),(23.6 64.6),42
(63.4 51.3),(6.7 64.3),58
(63.4 51.3),(15.3 81.3),57
(63.4 51.3),(7.7 82.9),64
(63.4 51.3),(81.0 1.5),53
(63.4 51.3),(1.9 92.1),74
(63.4 51.3),(52.6 43.0),14
(63.4 51.3),(89.8 23.1),39
(63.4 51.3),(88.4 98.2),53
(63.4 51.3),(13.9 25.1),56
(96.7 86.7),(8.3 83.1),88
(96.7 86.7),(10.1 61.4),90
(96.7 86.7),(65.9 45.2),52
(96.7 86.7),(67.1 57.5),42
(96.7 86.7),(38.7 72.9),60
(96.7 86.7),(54.2 52.1),55
(96.7 86.7),(67.8 11.1),81
(96.7 86.7),(30.7 65.8),69
(96.7 86.7),(53.5 98.1),45
(96.7 86.7),(40.5 29.9),80
(96.7 86.7),(97.9 93.3),7
(96.7 86.7),(32.3 76.9),65
(96.7 86.7),(90.9 4.3),83
(96.7 86.7),(66.3 9.3),83
(96.7 86.7),(23.6 64.6),76
(96.7 86.7),(6.7 64.3),93
(96.7 86.7),(15.3 81.3),82
(96.7 86.7),(7.7 82.9),89
(96.7 86.7),(81.0 1.5),87
(96.7 86.7),(1.9 92.1),95
(96.7 86.7),(52.6 43.0),62
(96.7 86.7),(89.8 23.1),64
(96.7 86.7),(88.4 98.2),14
(96.7 86.7),(13.9 25.1),103
(8.3 83.1),(10.1 61.4),22
(8.3 83.1),(65.9 45.2),69
(8.3 83.1),(67.1 57.5),64
(8.3 83.1),(38.7 72.9),32
(8.3 83.1),(54.2 52.1),55
(8.3 83.1),(67.8 11.1),93
(8.3 83.1),(30.7 65.8),28
(8.3 83.1),(53.5 98.1),48
(8.3 83.1),(40.5 29.9),62
(8.3 83.1),(97.9 93.3),90
(8.3 83.1),(32.3 76.9),25
(8.3 83.1),(90.9 4.3),114
(8.3 83.1),(66.3 9.3),94
(8.3 83.1),(23.6 64.6),24
(8.3 83.1),(6.7 64.3),19
(8.3 83.1),(15.3 81.3),7
(8.3 83.1),(7.7 82.9),1
(8.3 83.1),(81.0 1.5),109
(8.3 83.1),(1.9 92.1),11
