19
(38.1 4.3)
(70.8 31.5)
(81.4 6.6)
(40.8 63.9)
(83.9 45.2)
(66.4 47.0)
(42.3 98.6)
(2.6 75.7)
(47.2 94.3)
(37.9 79.7)
(99.0 88.3)
(45.7 35.0)
(50.5 11.0)
(14.8 11.1)
(39.0 29.3)
(53.8 75.0)
(46.6 38.1)
(29.3 37.3)
(17.7 90.3)
171
(38.1 4.3),(70.8 31.5),43
(38.1 4.3),(81.4 6.6),43
(38.1 4.3),(40.8 63.9),60
(38.1 4.3),(83.9 45.2),61
(38.1 4.3),(66.4 47.0),51
(38.1 4.3),(42.3 98.6),94
(38.1 4.3),(2.6 75.7),80
(38.1 4.3),(47.2 94.3),90
(38.1 4.3),(37.9 79.7),75
(38.1 4.3),(99.0 88.3),104
(38.1 4.3),(45.7 35.0),32
(38.1 4.3),(50.5 11.0),14
(38.1 4.3),(14.8 11.1),24
(38.1 4.3),(39.0 29.3),25
(38.1 4.3),(53.8 75.0),72
(38.1 4.3),(46.6 38.1),35
(38.1 4.3),(29.3 37.3),34
(38.1 4.3),(17.7 90.3),88
(70.8 31.5),(81.4 6.6),27
(70.8 31.5),(40.8 63.9),44
(70.8 31.5),(83.9 45.2),19
(70.8 31.5),(66.4 47.0),16
(70.8 31.5),(42.3 98.6),73
(70.8 31.5),(2.6 75.7),81
(70.8 31.5),(47.2 94.3),67
(70.8 31.5),(37.9 79.7),58
(70.8 31.5),(99.0 88.3),63
(70.8 31.5),(45.7 35.0),25
(70.8 31.5),(50.5 11.0),29
(70.8 31.5),(14.8 11.1),60
(70.8 31.5),(39.0 29.3),32
(70.8 31.5),(53.8 75.0),47
(70.8 31.5),(46.6 38.1),25
(70.8 31.5),(29.3 37.3),42
(70.8 31.5),(17.7 90.3),79
(81.4 6.6),(40.8 63.9),70
(81.4 6.6),(83.9 45.2),39
(81.4 6.6),(66.4 47.0),43
(81.4 6.6),(42.3 98.6),100
(81.4 6.6),(2.6 75.7),105
(81.4 6.6),(47.2 94.3),94
(81.4 6.6),(37.9 79.7),85
(81.4 6.6),(99.0 88.3),84
(81.4 6.6),(45.7 35.0),46
(81.4 6.6),(50.5 11.0),31
(81.4 6.6),(14.8 11.1),67
(81.4 6.6),(39.0 29.3),48
(81.4 6.6),(53.8 75.0),74
(81.4 6.6),(46.6 38.1),47
(81.4 6.6),(29.3 37.3),60
(81.4 6.6),(17.7 90.3),105
(40.8 63.9),(83.9 45.2),47
(40.8 63.9),(66.4 47.0),31
(40.8 63.9),(42.3 98.6),35
(40.8 63.9),(2.6 75.7),40
(40.8 63.9),(47.2 94.3),31
(40.8 63.9),(37.9 79.7),16
(40.8 63.9),(99.0 88.3),63
(40.8 63.9),(45.7 35.0),29
(40.8 63.9),(50.5 11.0),54
(40.8 63.9),(14.8 11.1),59
(40.8 63.9),(39.0 29.3),35
(40.8 63.9),(53.8 75.0),17
(40.8 63.9),(46.6 38.1),26
(40.8 63.9),(29.3 37.3),29
(40.8 63.9),(17.7 90.3),35
(83.9 45.2),(66.4 47.0),18
(83.9 45.2),(42.3 98.6),68
(83.9 45.2),(2.6 75.7),87
(83.9 45.2),(47.2 94.3),61
(83.9 45.2),(37.9 79.7),58
(83.9 45.2),(99.0 88.3),46
(83.9 45.2),(45.7 35.0),40
(83.9 45.2),(50.5 11.0),48
(83.9 45.2),(14.8 11.1),77
(83.9 45.2),(39.0 29.3),48
(83.9 45.2),(53.8 75.0),42
(83.9 45.2),(46.6 38.1),38
(83.9 45.2),(29.3 37.3),55
(83.9 45.2),(17.7 90.3),80
(66.4 47.0),(42.3 98.6),57
(66.4 47.0),(2.6 75.7),70
(66.4 47.0),(47.2 94.3),51
(66.4 47.0),(37.9 79.7),43
(66.4 47.0),(99.0 88.3),53
(66.4 47.0),(45.7 35.0),24
(66.4 47.0),(50.5 11.0),39
(66.4 47.0),(14.8 11.1),63
(66.4 47.0),(39.0 29.3),33
(66.4 47.0),(53.8 75.0),31
(66.4 47.0),(46.6 38.1),22
(66.4 47.0),(29.3 37.3),38
(66.4 47.0),(17.7 90.3),65
(42.3 98.6),(2.6 75.7),46
(42.3 98.6),(47.2 94.3),7
(42.3 98.6),(37.9 79.7),19
(42.3 98.6),(99.0 88.3),58
(42.3 98.6),(45.7 35.0),64
(42.3 98.6),(50.5 11.0),88
(42.3 98.6),(14.8 11.1),92
(42.3 98.6),(39.0 29.3),69
(42.3 98.6),(53.8 75.0),26
(42.3 98.6),(46.6 38.1),61
(42.3 98.6),(29.3 37.3),63
(42.3 98.6),(17.7 90.3),26
(2.6 75.7),(47.2 94.3),48
(2.6 75.7),(37.9 79.7),36
(2.6 75.7),(99.0 88.3),97
(2.6 75.7),(45.7 35.0),59
(2.6 75.7),(50.5 11.0),81
(2.6 75.7),(14.8 11.1),66
(2.6 75.7),(39.0 29.3),59
(2.6 75.7),(53.8 75.0),51
(2.6 75.7),(46.6 38.1),58
(2.6 75.7),(29.3 37.3),47
(2.6 75.7),(17.7 90.3),21
(47.2 94.3),(37.9 79.7),17
(47.2 94.3),(99.0 88.3),52
(47.2 94.3),(45.7 35.0),59
(47.2 94.3),(50.5 11.0),83
(47.2 94.3),(14.8 11.1),89
(47.2 94.3),(39.0 29.3),66
